@relation mididateWEKA
@attribute s {60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,0}
72,72,72,64,65,64,60,57,55,48,53,48
72,72,0,65,64,0,57,55,0,53,48,0
60,62,60,60,59,57,52,55,55,48,43,43
62,60,62,59,57,59,55,55,55,43,43,43
60,62,64,57,59,60,55,55,55,43,43,48
62,64,65,59,60,62,55,55,55,43,48,48
64,65,67,60,62,64,55,55,60,48,48,48
65,67,65,62,64,62,55,60,57,48,48,41
67,65,64,64,62,60,60,57,55,48,41,43
65,64,64,62,60,59,57,55,55,41,43,43
64,64,62,60,59,59,55,55,53,43,43,43
64,62,62,59,59,59,55,53,55,43,43,43
62,62,60,59,59,57,53,55,55,43,43,43
62,60,62,59,57,59,55,55,55,43,43,43
60,62,64,57,59,60,55,55,55,43,43,48
62,64,64,59,60,60,55,55,55,43,48,43
64,64,62,60,60,59,55,55,53,48,43,43
64,62,64,60,59,60,55,53,52,43,43,43
62,64,64,59,60,60,53,52,55,43,43,48
64,64,65,60,60,62,52,55,55,43,48,48
64,65,67,60,62,64,55,55,60,48,48,48
65,67,65,62,64,62,55,60,57,48,48,41
67,65,64,64,62,60,60,57,55,48,41,43
65,64,64,62,60,59,57,55,55,41,43,43
64,64,62,60,59,59,55,55,53,43,43,43
64,62,60,59,59,60,55,53,52,43,43,48
62,60,0,59,60,0,53,52,0,43,48,0
0,67,64,0,60,60,0,52,55,0,48,48
67,64,62,60,60,59,52,55,53,48,48,50
64,62,62,60,59,57,55,53,53,48,50,50
62,62,60,59,57,55,53,53,52,50,50,52
62,60,62,57,55,57,53,52,52,50,52,45
60,62,67,55,57,59,52,52,53,52,45,50
62,67,67,57,59,60,52,53,52,45,50,48
67,67,69,59,60,60,53,52,53,50,48,53
67,69,67,60,60,60,52,53,55,48,53,52
69,67,65,60,60,62,53,55,57,53,52,50
67,65,64,60,62,60,55,57,57,52,50,45
65,64,67,62,60,62,57,57,55,50,45,47
64,67,64,60,62,60,57,55,55,45,47,48
67,64,62,62,60,59,55,55,55,47,48,55
64,62,62,60,59,59,55,55,55,48,55,53
62,62,60,59,59,60,55,55,55,55,53,52
62,60,62,59,60,57,55,55,52,53,52,45
60,62,60,60,57,57,55,52,52,52,45,45
62,60,60,57,57,57,52,52,52,45,45,43
60,60,62,57,57,60,52,52,55,45,43,43
60,62,62,57,60,59,52,55,55,43,43,43
62,62,60,60,59,60,55,55,52,43,43,48
62,60,67,59,60,60,55,52,52,43,48,48
60,67,72,60,60,60,52,52,55,48,48,52
67,72,71,60,60,62,52,55,53,48,52,50
72,71,71,60,62,62,55,53,55,52,50,52
71,71,69,62,62,60,53,55,57,50,52,53
71,69,69,62,60,62,55,57,59,52,53,53
69,69,67,60,62,64,57,59,60,53,53,48
69,67,67,62,64,64,59,60,59,53,48,48
67,67,67,64,64,62,60,59,57,48,48,50
67,67,66,64,62,62,59,57,57,48,50,50
67,66,67,62,62,62,57,57,59,50,50,43
66,67,67,62,62,55,57,59,60,50,43,52
67,67,67,62,55,55,59,60,59,43,52,52
67,67,69,55,55,60,60,59,57,52,52,53
67,69,69,55,60,62,59,57,59,52,53,53
69,69,67,60,62,64,57,59,60,53,53,52
69,67,65,62,64,57,59,60,53,53,52,50
67,65,65,64,57,59,60,53,53,52,50,50
65,65,64,57,59,60,53,53,55,50,50,48
65,64,62,59,60,60,53,55,55,50,48,43
64,62,62,60,60,59,55,55,55,48,43,43
62,62,67,60,59,62,55,55,50,43,43,47
62,67,64,59,62,60,55,50,55,43,47,48
67,64,62,62,60,59,50,55,53,47,48,50
64,62,62,60,59,57,55,53,53,48,50,50
62,62,60,59,57,55,53,53,52,50,50,52
62,60,62,57,55,57,53,52,52,50,52,45
60,62,67,55,57,59,52,52,53,52,45,43
62,67,60,57,59,60,52,53,52,45,43,45
67,60,60,59,60,60,53,52,52,43,45,43
60,60,62,60,60,60,52,52,55,45,43,43
60,62,62,60,60,59,52,55,55,43,43,43
62,62,0,60,59,0,55,55,0,43,43,0
0,64,62,0,60,60,0,55,53,0,48,48
64,62,60,60,60,60,55,53,52,48,48,48
62,60,64,60,60,60,53,52,55,48,48,48
60,64,67,60,60,59,52,55,55,48,48,43
64,67,69,60,59,59,55,55,55,48,43,43
67,69,67,59,59,59,55,55,55,43,43,43
69,67,64,59,59,60,55,55,55,43,43,48
67,64,60,59,60,57,55,55,57,43,48,41
64,60,60,60,57,57,55,57,50,48,41,42
60,60,62,57,57,57,57,50,50,41,42,42
60,62,64,57,57,60,50,50,48,42,42,43
62,64,64,57,60,60,50,48,52,42,43,43
64,64,64,60,60,59,48,52,55,43,43,43
64,64,62,60,59,59,52,55,53,43,43,43
64,62,60,59,59,60,55,53,52,43,43,48
62,60,67,59,60,59,53,52,55,43,48,43
60,67,62,60,59,59,52,55,55,48,43,43
67,62,64,59,59,60,55,55,55,43,43,48
62,64,69,59,60,60,55,55,55,43,48,48
64,69,67,60,60,60,55,55,52,48,48,48
69,67,67,60,60,59,55,52,50,48,48,43
67,67,62,60,59,59,52,50,55,48,43,43
67,62,64,59,59,60,50,55,55,43,43,48
62,64,72,59,60,60,55,55,57,43,48,41
64,72,71,60,60,60,55,57,53,48,41,41
72,71,69,60,60,60,57,53,53,41,41,41
71,69,67,60,60,59,53,53,50,41,41,43
69,67,69,60,59,59,53,50,50,41,43,43
67,69,67,59,59,59,50,50,50,43,43,43
69,67,62,59,59,59,50,50,55,43,43,43
67,62,64,59,59,59,50,55,53,43,43,43
62,64,60,59,59,60,55,53,52,43,43,48
64,60,64,59,60,60,53,52,55,43,48,48
60,64,60,60,60,60,52,55,52,48,48,48
64,60,64,60,60,60,55,52,55,48,48,48
60,64,67,60,60,59,52,55,55,48,48,43
64,67,69,60,59,59,55,55,55,48,43,43
67,69,67,59,59,59,55,55,53,43,43,43
69,67,67,59,59,60,55,53,52,43,43,48
67,67,60,59,60,60,53,52,52,43,48,48
67,60,64,60,60,60,52,52,55,48,48,48
60,64,60,60,60,60,52,55,52,48,48,48
64,60,64,60,60,60,55,52,55,48,48,48
60,64,67,60,60,59,52,55,55,48,48,43
64,67,69,60,59,59,55,55,55,48,43,43
67,69,67,59,59,59,55,55,53,43,43,43
69,67,60,59,59,60,55,53,52,43,43,48
67,60,65,59,60,60,53,52,57,43,48,41
60,65,64,60,60,60,52,57,55,48,41,48
65,64,0,60,60,0,57,55,0,41,48,0
0,64,64,0,60,59,0,55,55,0,48,53
64,64,62,60,59,59,55,55,55,48,53,53
64,62,65,59,59,59,55,55,55,53,53,50
62,65,64,59,59,60,55,55,55,53,50,48
65,64,67,59,60,60,55,55,58,50,48,48
64,67,65,60,60,60,55,58,57,48,48,48
67,65,64,60,60,60,58,57,55,48,48,48
65,64,63,60,60,57,57,55,54,48,48,48
64,63,64,60,57,55,55,54,55,48,48,48
63,64,64,57,55,60,54,55,55,48,48,48
64,64,64,55,60,57,55,55,53,48,48,41
64,64,62,60,57,57,55,53,53,48,41,41
64,62,62,57,57,60,53,53,57,41,41,42
62,62,62,57,60,59,53,57,55,41,42,43
62,62,69,60,59,60,57,55,57,42,43,53
62,69,71,59,60,60,55,57,53,43,53,53
69,71,69,60,60,60,57,53,57,53,53,53
71,69,69,60,60,60,53,57,60,53,53,52
69,69,67,60,60,60,57,60,55,53,52,52
69,67,65,60,60,59,60,55,55,52,52,50
67,65,67,60,59,59,55,55,55,52,50,50
65,67,65,59,59,59,55,55,55,50,50,50
67,65,65,59,59,60,55,55,55,50,50,48
65,65,64,59,60,60,55,55,55,50,48,48
65,64,64,60,60,57,55,55,53,48,48,41
64,64,62,60,57,57,55,53,53,48,41,41
64,62,60,57,57,55,53,53,52,41,41,48
62,60,60,57,55,57,53,52,53,41,48,41
60,60,60,55,57,55,52,53,52,48,41,48
60,60,0,57,55,0,53,52,0,41,48,0
0,64,60,0,60,60,0,55,52,0,48,48
64,60,67,60,60,62,55,52,50,48,48,47
60,67,67,60,62,60,52,50,52,48,47,48
67,67,64,62,60,60,50,52,55,47,48,48
67,64,72,60,60,64,52,55,57,48,48,45
64,72,72,60,64,65,55,57,57,48,45,41
72,72,71,64,65,65,57,57,55,45,41,41
72,71,69,65,65,60,57,55,53,41,41,45
71,69,67,65,60,60,55,53,52,41,45,48
69,67,65,60,60,62,53,52,55,45,48,47
67,65,64,60,62,60,52,55,55,48,47,48
65,64,62,62,60,59,55,55,53,47,48,50
64,62,60,60,59,60,55,53,55,48,50,52
62,60,69,59,60,60,53,55,57,50,52,53
60,69,69,60,60,62,55,57,59,52,53,53
69,69,67,60,62,64,57,59,60,53,53,52
69,67,67,62,64,62,59,60,55,53,52,47
67,67,65,64,62,62,60,55,55,52,47,47
67,65,64,62,62,60,55,55,55,47,47,48
65,64,62,62,60,59,55,55,55,47,48,43
64,62,64,60,59,60,55,55,55,48,43,48
62,64,60,59,60,60,55,55,52,43,48,48
64,60,67,60,60,62,55,52,50,48,48,47
60,67,67,60,62,60,52,50,52,48,47,48
67,67,64,62,60,60,50,52,55,47,48,48
67,64,72,60,60,64,52,55,57,48,48,45
64,72,72,60,64,62,55,57,54,48,45,50
72,72,71,64,62,62,57,54,55,45,50,52
72,71,69,62,62,62,54,55,57,50,52,54
71,69,71,62,62,62,55,57,55,52,54,55
69,71,72,62,62,60,57,55,55,54,55,52
71,72,74,62,60,67,55,55,55,55,52,47
72,74,67,60,67,65,55,55,62,52,47,47
74,67,72,67,65,64,55,62,60,47,47,48
67,72,72,65,64,62,62,60,54,47,48,45
72,72,71,64,62,62,60,54,55,48,45,47
72,71,69,62,62,64,54,55,55,45,47,48
71,69,71,62,64,62,55,55,55,47,48,50
69,71,69,64,62,60,55,55,54,48,50,50
71,69,67,62,60,59,55,54,55,50,50,43
69,67,67,60,59,62,54,55,53,50,43,43
67,67,67,59,62,61,55,53,52,43,43,45
67,67,64,62,61,61,53,52,52,43,45,45
67,64,64,61,61,61,52,52,57,45,45,45
64,64,65,61,61,62,52,57,57,45,45,50
64,65,65,61,62,60,57,57,53,45,50,50
65,65,65,62,60,59,57,53,55,50,50,43
65,65,62,60,59,59,53,55,55,50,43,43
65,62,64,59,59,60,55,55,55,43,43,48
62,64,62,59,60,59,55,55,53,43,48,50
64,62,60,60,59,60,55,53,55,48,50,52
62,60,69,59,60,60,53,55,57,50,52,53
60,69,71,60,60,62,55,57,53,52,53,50
69,71,72,60,62,60,57,53,55,53,50,52
71,72,65,62,60,60,53,55,57,50,52,53
72,65,64,60,60,60,55,57,55,52,53,55
65,64,62,60,60,59,57,55,53,53,55,43
64,62,60,60,59,60,55,53,52,55,43,48
62,60,60,59,60,57,53,52,53,43,48,41
60,60,60,60,57,55,52,53,52,48,41,48
60,60,0,57,55,0,53,52,0,41,48,0
0,67,60,0,60,55,0,52,52,0,48,48
67,60,60,60,55,57,52,52,52,48,48,45
60,60,62,55,57,59,52,52,55,48,45,43
60,62,64,57,59,60,52,55,55,45,43,48
62,64,65,59,60,57,55,55,55,43,48,50
64,65,65,60,57,59,55,55,55,48,50,50
65,65,64,57,59,60,55,55,55,50,50,48
65,64,62,59,60,59,55,55,55,50,48,43
64,62,60,60,59,57,55,55,52,48,43,45
62,60,60,59,57,57,55,52,52,43,45,43
60,60,62,57,57,57,52,52,57,45,43,41
60,62,62,57,57,59,52,57,55,43,41,43
62,62,62,57,59,59,57,55,53,41,43,43
62,62,60,59,59,55,55,53,52,43,43,48
62,60,64,59,55,60,53,52,55,43,48,48
60,64,67,55,60,64,52,55,60,48,48,48
64,67,67,60,64,64,55,60,55,48,48,48
67,67,69,64,64,63,60,55,54,48,48,48
67,69,67,64,63,64,55,54,55,48,48,48
69,67,69,63,64,64,54,55,60,48,48,45
67,69,71,64,64,64,55,60,60,48,45,45
69,71,72,64,64,64,60,60,57,45,45,45
71,72,71,64,64,64,60,57,55,45,45,47
72,71,69,64,64,64,57,55,57,45,47,48
71,69,67,64,64,62,55,57,59,47,48,50
69,67,66,64,62,62,57,59,57,48,50,50
67,66,69,62,62,62,59,57,60,50,50,50
66,69,67,62,62,62,57,60,59,50,50,43
69,67,67,62,62,64,60,59,60,50,43,48
67,67,64,62,64,60,59,60,55,43,48,48
67,64,67,64,60,64,60,55,60,48,48,48
64,67,72,60,64,64,55,60,55,48,48,48
67,72,71,64,64,67,60,55,62,48,48,43
72,71,71,64,67,67,55,62,62,48,43,45
71,71,71,67,67,67,62,62,62,43,45,47
71,71,69,67,67,67,62,62,64,45,47,48
71,69,69,67,67,66,62,64,62,47,48,50
69,69,69,67,66,66,64,62,60,48,50,50
69,69,67,66,66,62,62,60,59,50,50,43
69,67,67,66,62,65,60,59,59,50,43,43
67,67,67,62,65,64,59,59,60,43,43,48
67,67,69,65,64,65,59,60,60,43,48,41
67,69,67,64,65,64,60,60,60,48,41,48
69,67,65,65,64,59,60,60,55,41,48,50
67,65,64,64,59,60,60,55,55,48,50,48
65,64,60,59,60,55,55,55,52,50,48,48
64,60,62,60,55,59,55,52,55,48,48,43
60,62,64,55,59,60,52,55,55,48,43,48
62,64,67,59,60,64,55,55,60,43,48,48
64,67,64,60,64,60,55,60,55,48,48,48
67,64,60,64,60,55,60,55,52,48,48,48
64,60,64,60,55,60,55,52,55,48,48,48
60,64,62,55,60,60,52,55,57,48,48,41
64,62,62,60,60,59,55,57,55,48,41,43
62,62,62,60,59,59,57,55,53,41,43,43
62,62,60,59,59,55,55,53,52,43,43,48
62,60,60,59,55,57,53,52,53,43,48,41
60,60,60,55,57,55,52,53,52,48,41,48
60,60,0,57,55,0,53,52,0,41,48,0
0,64,65,0,60,60,0,55,57,0,48,48
64,65,64,60,60,60,55,57,55,48,48,48
65,64,64,60,60,59,57,55,55,48,48,43
64,64,62,60,59,55,55,55,53,48,43,43
64,62,60,59,55,55,55,53,52,43,43,48
62,60,64,55,55,60,53,52,55,43,48,48
60,64,67,55,60,60,52,55,52,48,48,43
64,67,67,60,60,59,55,52,50,48,43,43
67,67,65,60,59,59,52,50,55,43,43,43
67,65,64,59,59,60,50,55,55,43,43,48
65,64,65,59,60,60,55,55,57,43,48,48
64,65,64,60,60,60,55,57,55,48,48,48
65,64,64,60,60,59,57,55,55,48,48,43
64,64,62,60,59,59,55,55,53,48,43,43
64,62,60,59,59,57,55,53,52,43,43,45
62,60,64,59,57,64,53,52,57,43,45,48
60,64,67,57,64,62,52,57,59,45,48,50
64,67,66,64,62,62,57,59,57,48,50,50
67,66,64,62,62,60,59,57,57,50,50,50
66,64,66,62,60,60,57,57,57,50,50,50
64,66,67,60,60,59,57,57,55,50,50,43
66,67,67,60,59,62,57,55,59,50,43,55
67,67,71,59,62,65,55,59,62,43,55,55
67,71,69,62,65,64,59,62,60,55,55,55
71,69,67,65,64,62,62,60,59,55,55,43
69,67,65,64,62,60,60,59,57,55,43,43
67,65,64,62,60,60,59,57,55,43,43,48
65,64,65,60,60,60,57,55,50,43,48,48
64,65,67,60,60,60,55,50,52,48,48,48
65,67,69,60,60,60,50,52,52,48,48,45
67,69,69,60,60,64,52,52,57,48,45,48
69,69,67,60,64,62,52,57,59,45,48,50
69,67,66,64,62,60,57,59,57,48,50,50
67,66,67,62,60,59,59,57,55,50,50,43
66,67,65,60,59,59,57,55,55,50,43,43
67,65,64,59,59,60,55,55,55,43,43,48
65,64,65,59,60,59,55,55,55,43,48,50
64,65,67,60,59,60,55,55,55,48,50,52
65,67,72,59,60,60,55,55,52,50,52,48
67,72,72,60,60,60,55,52,51,52,48,44
72,72,66,60,60,60,52,51,48,48,44,44
72,66,67,60,60,59,51,48,50,44,44,43
66,67,69,60,59,60,48,50,51,44,43,42
67,69,67,59,60,60,50,51,52,43,42,43
69,67,65,60,60,60,51,52,57,42,43,43
67,65,64,60,60,60,52,57,55,43,43,43
65,64,64,60,60,59,57,55,55,43,43,43
64,64,62,60,59,55,55,55,53,43,43,43
64,62,60,59,55,55,55,53,52,43,43,48
62,60,60,55,55,57,53,52,53,43,48,41
60,60,60,55,57,55,52,53,52,48,41,48
60,60,0,57,55,0,53,52,0,41,48,0
0,67,66,0,64,63,0,55,57,0,48,48
67,66,69,64,63,63,55,57,54,48,48,48
66,69,67,63,63,64,57,54,55,48,48,48
69,67,64,63,64,60,54,55,55,48,48,48
67,64,60,64,60,60,55,55,55,48,48,52
64,60,62,60,60,59,55,55,55,48,52,53
60,62,64,60,59,60,55,55,55,52,53,52
62,64,65,59,60,60,55,55,57,53,52,50
64,65,65,60,60,59,55,57,55,52,50,43
65,65,64,60,59,60,57,55,55,50,43,48
65,64,64,59,60,62,55,55,56,43,48,47
64,64,72,60,62,60,55,56,57,48,47,45
64,72,71,62,60,62,56,57,56,47,45,47
72,71,69,60,62,64,57,56,57,45,47,48
71,69,67,62,64,64,56,57,57,47,48,49
69,67,65,64,64,62,57,57,57,48,49,50
67,65,64,64,62,60,57,57,57,49,50,52
65,64,62,62,60,60,57,57,57,50,52,53
64,62,63,60,60,60,57,57,57,52,53,53
62,63,63,60,60,57,57,57,57,53,53,53
63,63,64,60,57,59,57,57,56,53,53,52
63,64,64,57,59,60,57,56,55,53,52,48
64,64,62,59,60,59,56,55,53,52,48,48
64,62,60,60,59,60,55,53,52,48,48,48
62,60,62,59,60,60,53,52,53,48,48,48
60,62,64,60,60,60,52,53,55,48,48,48
62,64,65,60,60,60,53,55,57,48,48,48
64,65,67,60,60,60,55,57,58,48,48,48
65,67,67,60,60,60,57,58,58,48,48,52
67,67,69,60,60,60,58,58,57,48,52,53
67,69,69,60,60,61,58,57,57,52,53,52
69,69,64,60,61,61,57,57,57,53,52,45
69,64,65,61,61,62,57,57,57,52,45,50
64,65,71,61,62,65,57,57,62,45,50,43
65,71,69,62,65,65,57,62,60,50,43,43
71,69,67,65,65,65,62,60,59,43,43,43
69,67,65,65,65,59,60,59,55,43,43,43
67,65,65,65,59,60,59,55,57,43,43,41
65,65,64,59,60,60,55,57,55,43,41,43
65,64,60,60,60,60,57,55,52,41,43,43
64,60,64,60,60,59,55,52,55,43,43,43
60,64,62,60,59,59,52,55,53,43,43,43
64,62,60,59,59,60,55,53,52,43,43,48
62,60,65,59,60,60,53,52,57,43,48,41
60,65,64,60,60,60,52,57,55,48,41,48
65,64,0,60,60,0,57,55,0,41,48,0
0,72,72,0,64,64,0,55,60,0,48,48
72,72,67,64,64,67,55,60,60,48,48,52
72,67,69,64,67,65,60,60,60,48,52,53
67,69,67,67,65,62,60,60,59,52,53,55
69,67,67,65,62,64,60,59,59,53,55,52
67,67,72,62,64,64,59,59,57,55,52,57
67,72,74,64,64,67,59,57,59,52,57,55
72,74,76,64,67,67,57,59,60,57,55,60
74,76,74,67,67,65,59,60,59,55,60,55
76,74,72,67,65,64,60,59,60,60,55,48
74,72,76,65,64,67,59,60,60,55,48,60
72,76,79,64,67,67,60,60,62,48,60,59
76,79,76,67,67,67,60,62,60,60,59,60
79,76,72,67,67,67,62,60,60,59,60,52
76,72,74,67,67,67,60,60,59,60,52,55
72,74,76,67,67,67,60,59,60,52,55,60
74,76,72,67,67,69,59,60,60,55,60,57
76,72,74,67,69,69,60,60,65,60,57,53
72,74,71,69,69,67,60,65,62,57,53,55
74,71,72,69,67,67,65,62,64,53,55,48
71,72,67,67,67,64,62,64,60,55,48,48
72,67,72,67,64,64,64,60,55,48,48,48
67,72,67,64,64,64,60,55,60,48,48,48
72,67,71,64,64,65,55,60,60,48,48,53
67,71,69,64,65,65,60,60,60,48,53,53
71,69,72,65,65,64,60,60,60,53,53,48
69,72,74,65,64,67,60,60,59,53,48,55
72,74,76,64,67,68,60,59,64,48,55,52
74,76,72,67,68,69,59,64,64,55,52,57
76,72,67,68,69,67,64,64,60,52,57,52
72,67,69,69,67,65,64,60,60,57,52,53
67,69,72,67,65,67,60,60,55,52,53,52
69,72,74,65,67,65,60,55,57,53,52,50
72,74,71,67,65,62,55,57,55,52,50,55
74,71,71,65,62,65,57,55,55,50,55,55
71,71,72,62,65,64,55,55,55,55,55,48
71,72,72,65,64,65,55,55,57,55,48,53
72,72,72,64,65,64,55,57,55,48,53,48
72,72,0,65,64,0,57,55,0,53,48,0
0,76,76,0,67,67,0,55,57,0,48,48
76,76,74,67,67,65,55,57,59,48,48,48
76,74,72,67,65,64,57,59,60,48,48,48
74,72,72,65,64,64,59,60,67,48,48,60
72,72,67,64,64,67,60,67,65,48,60,62
72,67,72,64,67,67,67,65,64,60,62,60
67,72,76,67,67,72,65,64,60,62,60,57
72,76,79,67,72,71,64,60,62,60,57,55
76,79,76,72,71,67,60,62,60,57,55,48
79,76,74,71,67,67,62,60,59,55,48,53
76,74,67,67,67,67,60,59,60,48,53,52
74,67,67,67,67,67,59,60,55,53,52,52
67,67,67,67,67,65,60,55,57,52,52,50
67,67,67,67,65,65,55,57,59,52,50,50
67,67,67,65,65,64,57,59,60,50,50,48
67,67,67,65,64,64,59,60,60,50,48,55
67,67,67,64,64,62,60,60,59,48,55,55
67,67,69,64,62,64,60,59,61,55,55,55
67,69,74,62,64,69,59,61,62,55,55,53
69,74,76,64,69,67,61,62,57,55,53,49
74,76,77,69,67,65,62,57,57,53,49,50
76,77,77,67,65,65,57,57,59,49,50,50
77,77,76,65,65,67,57,59,61,50,50,52
77,76,76,65,67,69,59,61,61,50,52,53
76,76,74,67,69,69,61,61,65,52,53,53
76,74,72,69,69,69,61,65,64,53,53,54
74,72,71,69,69,67,65,64,62,53,54,55
72,71,71,69,67,65,64,62,62,54,55,55
71,71,72,67,65,64,62,62,60,55,55,57
71,72,74,65,64,69,62,60,60,55,57,53
72,74,77,64,69,69,60,60,60,57,53,50
74,77,76,69,69,67,60,60,60,53,50,55
77,76,76,69,67,67,60,60,57,50,55,55
76,76,74,67,67,65,60,57,59,55,55,55
76,74,72,67,65,64,57,59,60,55,55,48
74,72,72,65,64,65,59,60,57,55,48,53
72,72,72,64,65,64,60,57,55,48,53,48
72,72,0,65,64,0,57,55,0,53,48,0
0,64,60,0,60,55,0,48,48,0,48,52
64,60,69,60,55,60,48,48,48,48,52,53
60,69,67,55,60,60,48,48,48,52,53,52
69,67,65,60,60,60,48,48,48,53,52,50
67,65,64,60,60,60,48,48,48,52,50,55
65,64,62,60,60,59,48,48,48,50,55,43
64,62,64,60,59,60,48,48,48,55,43,48
62,64,67,59,60,60,48,48,48,43,48,48
64,67,72,60,60,64,48,48,48,48,48,48
67,72,64,60,64,60,48,48,48,48,48,46
72,64,65,64,60,60,48,48,48,48,46,45
64,65,67,60,60,60,48,48,48,46,45,48
65,67,69,60,60,60,48,48,48,45,48,53
67,69,67,60,60,61,48,48,48,48,53,52
69,67,65,60,61,62,48,48,48,53,52,50
67,65,64,61,62,60,48,48,48,52,50,50
65,64,62,62,60,59,48,48,48,50,50,43
64,62,64,60,59,60,48,48,48,50,43,48
62,64,60,59,60,55,48,48,48,43,48,52
64,60,62,60,55,59,48,48,48,48,52,50
60,62,64,55,59,60,48,48,48,52,50,48
62,64,67,59,60,64,48,48,48,50,48,48
64,67,72,60,64,64,48,48,48,48,48,48
67,72,71,64,64,62,48,48,48,48,48,52
72,71,69,64,62,60,48,48,48,48,52,53
71,69,65,62,60,60,48,48,48,52,53,50
69,65,65,60,60,62,48,48,48,53,50,47
65,65,64,60,62,60,48,48,48,50,47,48
65,64,62,62,60,60,48,48,48,47,48,53
64,62,69,60,60,59,48,48,48,48,53,50
62,69,67,60,59,60,48,48,48,53,50,52
69,67,60,59,60,60,48,48,48,50,52,53
67,60,64,60,60,60,48,48,48,52,53,55
60,64,62,60,60,59,48,48,48,53,55,43
64,62,60,60,59,60,48,48,48,55,43,43
62,60,60,59,60,57,48,48,48,43,43,41
60,60,60,60,57,55,48,48,48,43,41,48
60,60,0,57,55,0,48,48,0,41,48,0
0,60,64,0,60,60,0,52,55,0,48,48
60,64,67,60,60,60,52,55,52,48,48,48
64,67,67,60,60,62,55,52,55,48,48,47
67,67,65,60,62,59,52,55,55,48,47,43
67,65,64,62,59,60,55,55,55,47,43,48
65,64,62,59,60,59,55,55,55,43,48,43
64,62,62,60,59,59,55,55,53,48,43,43
62,62,65,59,59,62,55,53,50,43,43,43
62,65,65,59,62,62,53,50,55,43,43,47
65,65,64,62,62,60,50,55,55,43,47,48
65,64,62,62,60,59,55,55,55,47,48,43
64,62,64,60,59,60,55,55,55,48,43,48
62,64,62,59,60,59,55,55,55,43,48,50
64,62,69,60,59,60,55,55,54,48,50,50
62,69,67,59,60,59,55,54,55,50,50,43
69,67,67,60,59,60,54,55,52,50,43,48
67,67,64,59,60,60,55,52,48,43,48,48
67,64,65,60,60,60,52,48,50,48,48,48
64,65,67,60,60,60,48,50,52,48,48,48
65,67,69,60,60,60,50,52,53,48,48,41
67,69,67,60,60,60,52,53,52,48,41,48
69,67,67,60,60,64,53,52,55,41,48,48
67,67,64,60,64,60,52,55,55,48,48,52
67,64,65,64,60,59,55,55,53,48,52,50
64,65,67,60,59,60,55,53,52,52,50,48
65,67,69,59,60,60,53,52,53,50,48,41
67,69,67,60,60,60,52,53,52,48,41,48
69,67,72,60,60,60,53,52,52,41,48,45
67,72,72,60,60,60,52,52,57,48,45,45
72,72,71,60,60,60,52,57,55,45,45,52
72,71,69,60,60,60,57,55,53,45,52,53
71,69,67,60,60,60,55,53,55,52,53,52
69,67,65,60,60,59,53,55,55,53,52,50
67,65,62,60,59,60,55,55,57,52,50,41
65,62,67,59,60,59,55,57,55,50,41,43
62,67,67,60,59,59,57,55,53,41,43,43
67,67,60,59,59,60,55,53,52,43,43,48
67,60,65,59,60,60,53,52,57,43,48,41
60,65,64,60,60,60,52,57,55,48,41,48
65,64,0,60,60,0,57,55,0,41,48,0
0,60,62,0,55,59,0,52,53,0,48,48
60,62,60,55,59,60,52,53,52,48,48,48
62,60,64,59,60,60,53,52,55,48,48,48
60,64,64,60,60,60,52,55,59,48,48,48
64,64,62,60,60,60,55,59,58,48,48,48
64,62,64,60,60,60,59,58,58,48,48,48
62,64,65,60,60,60,58,58,57,48,48,41
64,65,60,60,60,55,58,57,52,48,41,48
65,60,64,60,55,60,57,52,55,41,48,48
60,64,67,55,60,60,52,55,58,48,48,48
64,67,67,60,60,60,55,58,58,48,48,52
67,67,65,60,60,60,58,58,57,48,52,53
67,65,64,60,60,60,58,57,55,52,53,48
65,64,62,60,60,57,57,55,53,53,48,41
64,62,64,60,57,57,55,53,52,48,41,41
62,64,65,57,57,57,53,52,50,41,41,41
64,65,64,57,57,59,52,50,55,41,41,43
65,64,62,57,59,59,50,55,53,41,43,43
64,62,60,59,59,60,55,53,52,43,43,48
62,60,67,59,60,60,53,52,52,43,48,48
60,67,72,60,60,64,52,52,52,48,48,45
67,72,71,60,64,62,52,52,56,48,45,47
72,71,69,64,62,64,52,56,57,45,47,48
71,69,64,62,64,64,56,57,57,47,48,48
69,64,67,64,64,64,57,57,57,48,48,50
64,67,65,64,64,62,57,57,57,48,50,50
67,65,64,64,62,60,57,57,55,50,50,50
65,64,62,62,60,60,57,55,54,50,50,50
64,62,72,60,60,60,55,54,55,50,50,52
62,72,72,60,60,62,54,55,55,50,52,52
72,72,72,60,62,64,55,55,54,52,52,50
72,72,71,62,64,62,55,54,54,52,50,50
72,71,69,64,62,60,54,54,54,50,50,50
71,69,67,62,60,59,54,54,55,50,50,43
69,67,64,60,59,60,54,55,55,50,43,48
67,64,62,59,60,60,55,55,53,43,48,48
64,62,64,60,60,60,55,53,55,48,48,48
62,64,60,60,60,60,53,55,52,48,48,48
64,60,64,60,60,60,55,52,55,48,48,48
60,64,65,60,60,60,52,55,58,48,48,48
64,65,67,60,60,60,55,58,58,48,48,53
65,67,65,60,60,60,58,58,57,48,53,53
67,65,64,60,60,60,58,57,55,53,53,48
65,64,62,60,60,57,57,55,53,53,48,41
64,62,60,60,57,55,55,53,52,48,41,43
